id,title,release year,review
0428,Merry Christmas Mr. Lawrence,1983,Celliers DAVID BOWIE Lawrence TOM CONTI Yonoi RYUICHI SAKAMOTO Hara TAKESHI A Universal Classics release of a Recorded Picture Company Production Produced by JEREMY THOMAS Edited by TOMOYO OSHIMA Art Direction by ANDREW SANDERS Screenplay by NAGISHA OSHIMA and PAUL MAYERSBERG Directed by NAGISHA OSHIMA 122 min A curious film this not surprising since it has been brought to life by a curious partnership of Japanese New Zealanders and British and adapted from The Seed and the Sower by South African Sir Laurens Van Der Post himself a POW of the Japanese in Java It is early 1942 Japanese forces have blitzed Southeast Asia and have occupied the Dutch East Indies They are cruel captors the Japanese loathing and scorning the wretched white prisoners who failed to die and surrendered instead A brief exchange illuminates The senior POW Major John Lawrence reveals his creed We make plans We try to escape To fight again We get along with you as best we can Confinement is not the end Replies Captain Yonoi I ve already pledged my life and my death to my Emperor In this and subsequent encounters East and West are poles apart Yet there are odd mutual feelings of respect Front and center Captain Jack Celliers stunningly played by British popular rock personality David Bowie Yonoi the man behind the kabuki mask Ryuichi Sakamoto strives to impose his will verbally with Lawrence physically and psychologically with Celliers There are many similarities too East and West their vast differences on interpretations for discipline honor order and obedience The clash damns the one Yonoi dooms the other The homo erotic tensions are apparent Another unique actor Takeshi plays the sadistic Sergeant Gengo Hara with odd glints of kindness a sense of humor and acceptance Off the screen Takeshi is a comic with a wide following in Japan As Hara he has the difficult task of playing a rough hewn brute and his closing delicate moments before his execution as a war criminal To the compassionate Lawrence Hara poses a possibly unanswerable question Why Mr Lawrence why me I was only doing what all other soldiers did This is powerful stuff and director Oshima has the master s touch He handles theme scene and cast with great fidelity An aggressive social critic and militant intellectual Oshima has attacked the malaise of contemporary Japanese society through a body of over twenty one works qualifying him as the most influential film maker of his country s New Wave movement He received the Dartmouth Film Award in Spring of 1986 MERRY CHRISTMAS MR LAWRENCE has rightly been called the thinking man s THE BRIDGE ON THE RIVER KWAI Underlying graphically depicted is the golden thread of sustained emotion the emphasis on the enormous differences that split East and West captors and captives The film deftly shows it would be simplistic to state the Japanese don t know any better and to fail to see that from their rationale there is nothing brutal wrong or evil in their behavior They would indeed expect no different if they were captives To writer director Oshima as with original bookwriter Van Der Post there are really no villains no heroes just human beings caught in the rough fabric of one another s culture its assumptions and attitudes In the end Oriental and Occidental alike are both victims of leaders who believe they are always right even divinely so failing to see that the truth is that no one can always be right Finally one is left with the riddle the meaning of the title spoken once and then a second time both times jokingly by Hara the conqueror then Hara the conquered First in Java in 1942 while the cruelty is paramount the joke is there and it somehow binds Next in Java still but it is 1946 the war s over the captor is now the captive condemned as a war criminal They share the Merry Christmas merriment of the final greeting Hara finds it inexplicably funny Lawrence only mildly so What do they mean these four words Author Van Der Post elects to call his man Lawrence but with a w before the r not with a u So much with the name but back to the title Come out and tell me what you think it is all about See if we agree
0430,Lair of the White Worm The,1988,Whatever else one may say about Ken Russell and his films it must be admitted that no one else makes anything like them That in and of itself is praise of some sort Originality is always hard to come by Russell delights in the outrageous the bizarre even in the tacky Yet he is a major film talent with great visual gifts Which means that whenever Russell makes a new film you never can tell what you re going to get Maybe it will be THE MUSIC LOVERS WOMEN IN LOVE MAHLER or CRIMES OF PASSION On the other hand it might be SALOME S LAST DANCE or LISZTOMANIA Part of the fun of seeing a new Ken Russell movie is finding out which Ken Russell made it THE LAIR OF THE WHITE WORM is vintage though minor Ken Russell It s deliciously ludicrous and just barely under control Working from a turn of the century horror novel by Bram Stoker Russell updates and subverts the horror adventure genre in his own peculiar way The results are rarely terrifying but usually thoroughly entertaining The year has yet to produce a stranger film The story begins with a Scottish archeologist unearthing a huge snakelike skull from a small excavation of a Norman convent Soon the pretty sisters who run the hotel on which the excavation took place are entangled in sinister doings concerning local legends of a great white worm pagan religion and a mysterious Lady Can the valiant archeologist and the local lord a descendant of a legendary worm slayer save the poor girls from Certain Doom Russell who also wrote the screenplay has taken a most unusual approach to the story Originally set of course around the turn of the century Russell moves it into modern times But he keeps the flavor of Victorian adventure novels With the tiniest of clues the heros spin incredible yet utterly correct theories that require complete rethinkings of their world views And the most unlikely ideas work this is a film where one can turn up a mongoose in Midland England on a moment s notice or where one s pater is certain to have some snake charming music in his old collection of North African gramophone records On the other hand Russell has injected a liberal dose of sex much of it kinky that Stoker surely did not include in the novel He lets no opportunity pass to point out the phallic significance of snakes Russell deftly turns cartwheels along a knife s edge between the delightfully silly and the naively charming balancing a metaphoric ball of perversion on his nose The film is also visually interesting Russell is bold with his camerawork as always and as always can be counted on to provide a distinctive visual style to his films In this case he and cameraman Dick Bush provide two one for the real world and one for a set of visions inspired by snake venom In the real world he moves the camera smoothly and unobtrusively lights the scenes with a fair number of sinister shadows and frequently recourses to wide angle lens to distort the picture sometimes slightly sometimes wildly In the visions Russell overlights and flattens the shots uses garish colors snaps jarringly from one shot to the next and generally makes everything look cheap and sleazy One has definitely left one world and entered another when he switches styles Perhaps the most enjoyable aspect of the film is Russell s attention to details He is absolutely serious about being silly so when the evil villainess picks up a hitchhiker for nefarious purposes it is of course a Boy Scout Where does she spend her sleeping hours In an Indian snake basket of course And her favorite game is Snakes and Ladders Russell extends this attention to detail into the characters The local lord has a wonderfully odd butler who obviously has no respect for his master and is prone to fall into vaguely lewd reminiscences of his adventures with the previous lord His expression on being told to lock the chambermaids in their rooms is almost worth the price of admission on its own In general Russell s actors give him precisely what he wants straight faced performances despite the general silliness The heros keep their upper lips stiff despite appalling dangers the heroines scream on cue and the supporting players die in stereotype The one exception well calculated is Amanda Donohoe who plays the sinister villainess conveying not only the menace of the character but an amusing self awareness about just how dotty her religion is Catherine Oxenberg and Sammi Davis play the girls while Peter Capaldi and Hugh Grant last seen as the aristocrat in Maurice play the archeologist and the lord respectively One could not really say that THE LAIR OF THE WHITE WORM is a good film but it certainly isn t a dull one Russell has never done anything quite like it before yet it bears his distinctive mark and could not possibly have been made by anyone else One leaves the theater wondering that he actually made this film and that somebody gave him millions of dollars to do it and that against all odds THE LAIR OF THE WHITE WORM was actually quite entertaining
0431,Salaire de la peur Le,1953,In Central America four men carry nitroglycerine over bumpy roads and pray that nothing sets their cargo off THE WAGES OF FEAR 1953 is one of those film I had wanted to see for years but I really did not expect to like it a lot First of all I had seen Clouzot s DIABOLIQUE and was not greatly impressed even though it is considered a sort of semi classic I d seen too many similar films mostly from Hammer Films Now I had seen SORCEROR William Friedkin s remake of THE WAGES OF FEAR and thought it was an okay exercise in suspense In some ways it was a better approach telling more of the history of the four drivers though it suffered from an overblown budget that got used on things like car chases unnecessary to the plot I had also seen a similar film I ve forgotten the title about trucking rocket fuel So I knew that seeing the original robbed of its novelty could be a disappointment Au contraire THE WAGES OF FEAR is a white knuckle sort of suspense film Somewhere in Central America there is a town probably one of many that is a slow death trap To leave takes money a lot of money But no job in town pays well enough to earn that kind of money at least no job left Those who cannot get jobs with the big American oil company are doomed by poverty to stay in the little town until they work themselves to death But suddenly there is work Four truck drivers are needed to haul nitroglycerine to a burning oil well and the oil company will pay 2000 for a day s work for anyone crazy enough to go on what might be a suicide mission Carrying nitro every twist in the road every pothole every unforeseen bump every mudhole becomes a death trap This is film noir with a vengeance every yard of unpaved road becomes an enemy trying to find one unwary moment to go for the kill If that sounds over dramatic see the film Each man reacts differently to the pressures one is coldly efficient one is sloppy and foolhardy taking foolish risks one is heroic and one crumbles under the weight of fear Ad ittedly there are some problems with THE WAGES OF FEAR It takes a little too long for the plot to get underway The final moments of the film are hackneyed There are scenes so absurd as to be humorous For example an oil company foreman demonstrates the power of nitro by throwing some on the floor of his office But it is a film that works and works well enough to get audible gasps from the audience THE WAGES OF FEAR is a classic that deserves to be Rate it a 3 on the 4 to 4 scale
0432,Noi vivi,1942,In 1942 Italy was at war with the Allies in more ways than one Without permission or legal rights they thumbed their noses held by the enemy They started writing their own FLASH GORDON comic strips hiring for the task two young unknown Italian cartoonists one of whom was Federico Fellini who later was to have some association with the film industry Also without permission and certainly in direct opposition to her philosophy the state appropriated film rights to Ayn Rand s semi autobiographical first novel WE THE LIVING Goffredo Alessandrini adapted the anti Communist novel into a film NOI VIVI WE THE LIVING played for about five months before a reportedly furious Mussolini decided the film was an argument against any totalitarian government and had the film banned In 1968 after much effort lawyers for Ayn Rand found a copy of the film in a vault outside Rome Ms Rand not happy with the original film re edited it and redubbed parts WE THE LIVING is now having its first United States release It would be nice to report as is usually the case when an old lost film is discovered that it is a wonderful classic that we are all culturally poorer for for having been deprived of all these years It may have been true of Gance s NAPOLEON it is patently not true of WE THE LIVING The re released film is only a moderately enjoyable melodrama made with some of the faulty conventions but also some of the cinematic artistry of the period That means it s no CITIZEN KANE but it stacks up really well next to ALIEN NATION In post Revolutionary Russia Kira s family of ex aristocrats returns to the city they will always call Petrograd and take up residence in a few rooms of what used to be their house Young Kira played by Alida Valli has no respect for anyone who works for the new Soviet government She rebuffs the advances of her cousin Victor a loyal Party member and instead has a monthly rendezvous with Leo played by Rossano Brazzi the son of a famous counter revolutionary The police are looking for Leo and Kira is nearly pulled into trouble with him Yet unbidden people in high places seem to intervene in her behalf One of Kira s unbidden saviors is Andrei played by Fosco Giachetti an inspector for the GPU security police who seems anxious to reunite the two lovers This is the beginning of a story that spans several years in the lives of Kira Leo and Andrei a story involving politics and crime love and death WE THE LIVING was made at a time when great care was taken to compose scenes visually A vast number of Soviet propaganda posters were somehow obtained or perhaps invented for the filming Yet not everything makes sense as it was filmed One wonders how in an economy of shortages Kira is always able to wear lipstick and eye makeup flawlessly applied In one scene the characters come into a warm building from the snow yet the snow on their shoulders refuses to melt Ayn Rand s stories always seem to be overblown melodramas having larger than life characters who refuse to capitulate to the demands of society And the stories usually culminate in the hero making an impassioned speech of Rand s personal philosophy that society tries to tear down the individual as a sort of dubious benefit to an undeserving multitude This version of WE THE LIVING is no exception however the speech seems to make little sense in the context of the film And the speech scene is quite noticeably one of those scenes that were re dubbed One wonders if in the original the speech was so noticeable a non sequitur WE THE LIVING is diverting fare but falls well short of being a classic Still it is valuable as an artifact of World War II history as well as film history and a reminder of what films used to be Rate it a 1 on the 4 to 4 scale
0433,Little Dorrit,1988,Hollywood has been doing violence to the works of Charles Dickens for some years now At this very instant two of his best known works are being mangled on screen in SCROOGED and OLIVER AND COMPANY I mean this not as a value judgement of those films but in reference to their fidelity to either the letter or the spirit of their originals Even the best film versions of Dickens even those from Britain typically fail to give the full experience of a Dickens novel LITTLE DORRIT comes closer to that experience than any film ever has before And even more amazingly it manages to also make its own artistic statement in addition to rather than instead of what Dickens intended One obvious attribute that LITTLE DORRIT shares with the novel is length The novel was nearly a thousand pages The film is around six hours long It is shown in two parts subtitled Nobody s Fault and Little Dorrit s Story Though some reviewers have claimed otherwise they are not independent The first part doesn t conclude the story and the second doesn t contain enough information to explain what is going on Moreover there is a definite order to the two parts Seeing Nobody s Fault first will lead to a much clearer view of the film than seeing Little Dorrit s Story first LITTLE DORRIT like most of Dickens novels is a panoramic story set in London in the mid 18th Century Typical of Dickens the central character is a child in trouble Little Dorrit is a young woman born and raised in Marshalsea a London debtors prison Her father has been imprisoned there for over twenty years and has become known as The Father of Marshalsea They have no real hope that he will ever be released and only the efforts of Little Dorrit plus Mr Dorrit s shameless habit of playing on the guilt of visitors allow the family to live in some small comfort But the picture changes when Arthur Clennam a decent middle aged man recently returned from China takes notice of her He devotes himself to helping the Dorrit family and perhaps there will be some chance of obtaining the father s release As in all Dickens story this barebones outline just scratches the surface of the myriad subplots and complexities of the story Underlying the plot is the theme of society s collective guilt for its treatment of its least fortunate The title of the first half of the film is a recurring refrain It s too bad but it s nobody s fault Nothing is anybody s fault nobody is to blame and by extension nothing can be done By focusing on this message the film version of LITTLE DORRIT proves just as relevant for today as the novel was for Dickens time The least fortunate are still miserable and it s still nobody s fault because though rarely acknowledged it s really everybody s fault LITTLE DORRIT works then on the levels of a pure entertainment and as a social commentary But surprisingly it also has an interesting third level The two parts of the film cover substantially the same ground Many scenes from the first half are partially duplicated in the second But the first part is told from the point of view of Clennam while the second is told from the point of view of Little Dorrit The repeated scenes are different not only in viewpoint but in subtle details of conversation settings even costumes By the middle of the second part we realize that what we saw in the first part was highly subjective It was how Clennam viewed the events of the story and that viewpoint was not omniscient even in the scenes that he himself participated in Nor is Little Dorrit s view of the scenes necessarily correct or even any more correct than Clennam s At first this duplication smacks a little of a not very interesting trick So the viewpoints are different so what How does that fit in with the rest of the film s themes But more consideration shows that the bifurcation does fit in perfectly First we see the story from the point of view of a privileged person for whom the ills of society really are nobody s fault He is a decent good man but he cannot see that the society which supports and affirms him by its very nature stamps down and denies others Then we see the story from the point of view of one who has directly suffered from the machineries of that society someone who can clearly see that there is fault to be laid at the feet of those who do nothing to relieve the suffering of the less fortunate that they are profiting at the expense of the poor The perniciousness of assigning no blame becomes very clear Writer director Christine Edzard has brought to the film not just fidelity and love but inspiration Adding to the effect are the performances Derek Jacobi and Alec Guinness as Clennam and Mr Dorrit lead a cast of less familiar names but great talents Jacobi takes a passive role that could easily have been boring and makes every instant of it fascinating He s done this before and I can think of no surer mark of a great actor than to be able to hold the attention of an audience while playing a quiet role in the midst of many other colorful characters Guinness performance is also superb Mr Dorrit is in some ways pitiable in others almost a monster He is a man obsessed with appearances even while in the depths of poverty He doesn t mind his daughter slaving to permit him small luxuries but he makes sure no one sees her doing it Guinness uses every tool of the actor brilliantly to make us understand sympathize and condemn his character A few names in the supporting cast are familiar Robert Morley shows up briefly almost irrelevantly Cyril Cusack plays Guinness brother quietly but effectively Joan Greenwood is the picture of motherhood as a flinty barren field The rest of the roles are filled by fine British actors with faces that are sometimes familiar and are always brimming with Dickensian eccentricity Especially fine are Roshan Seth as the brisk somewhat mysterious Mr Pancks and Miriam Margolyes as the love of Clennam s youth Margolyes produces perhaps the finest Dickens comic caricature ever brought to the screen and is utterly hilarious Sarah Pickering deserves special mention The role of Little Dorrit is even more passive than that of Clennam yet Pickering uses every opportunity the script offers to show her quiet self effacing heroism LITTLE DORRIT all six hours of it was shot in a studio It shows yet perhaps that is not inappropriate In some sense Dickens writing portrayed the literary equivalent of a studio version of 19th century England It was not precisely realistic but offered a concentrated artificial version of the real world that paradoxically allowed him to more closely approach the truth of the age than strictly accurate reportage ever could Christine Edzard uses the studio to the same effect Artifice is plain enough that we never truly believe that her cameras have traveled through time to the 19th century but the artifice is so well and carefully crafted that we feel the essence of the time The sets and costumes are little short of brilliant Almost everything used in the film was produced from scratch for the film The care for detail is obvious as is the research that must have gone into the art direction And these details are not merely window dressing but are used to deepen and broaden the canvas of the film The costumes give a further dimension to each character and the sets establish not just place but mood LITTLE DORRIT offers an unusually fine example of the use of visual details to support a film LITTLE DORRIT is not without its weaknesses The primary one is that the second half of the film is too repetitious Edzard had to tread a fine line between repeating too much of the material from the first half and not showing enough of it to make the differences in the points of view clear She seems to have erred on the side of revisiting too much material This problem is compounded by the fact that few interesting new characters are introduced in the second half of the film and also by seeing too little of the most entertaining characters from the first half Another flaw that could have been easily avoided is confusion in the final resolution of a mystery set up practically from the beginning of the film Given that the film ran six hours surely another minute could have been devoted to clearing up the rather tangled strands From a technical point of view sometimes the limited budget shows through a bit too clearly particularly in some of the mattes and models But these weaknesses are minor On the whole Edzard has made a superb film LITTLE DORRIT is most heartening because it shows not only talent but true direction Most promising new directors make more interesting versions of what everyone else is making Edzard has boldly chosen a path of her own and leads the rest of the participants of the film in the direction she has discovered LITTLE DORRIT may not be the easiest film to see but it is extremely entertaining artistically satisfying and socially conscious No other film I ve seen this year has tried so much The real miracle of LITTLE DORRIT is how much of the ambition has been realized
0435,High Spirits,1988,Short take of my reaction to HIGH SPIRITS Staggering out from the theater in exaggerated Peter O Toole shambling walk opening eyes in terror and going OH MY GOD in the best O Toole ian tones Talk about wretched refuse The story of this film about a castle run by O Toole which is about to be moved to the United States unless O Toole can turn it into a successful haunted hotel splits down the middle the first half being O Toole and Irish cronies trying to convince the tourists that the house is haunted with very bad slapstick The second half is where one of the tourists Steve Guttenberg surprise surprise discovers a real ghost Darryl Hannah and promptly falls in love with her The script at this point makes no sense whatsoever pulling scenes from previous ghost films as some type of precedent for what happens here It s awful and I mean AWFUL my review of SCROOGED is going to be bad but I laughed at that There wasn t one single solitary laugh in HIGH SPIRITS not one A complete waste of my money Not to mention a waste of talent as three very talented at least in previous films people worked on this 1 O Toole who has done crap before anyone remember SUPERGIRL but whose performances of genius THE STUNT MAN THE LION IN WINTER excuse him at least until he does a PORKY S sequel This is close to the limit though 3 Neil Jordan the director writer OK reality check have I read the credits to HIGH SPIRITS incorrectly Neil Jordan is the director co writer of the brilliant MONA LISA a few years ago What happened since then Complete mental collapse HIGH SPIRITS gives one the feeling that he gave up by the time shooting began PS Not under the heading of waste of talent but have you wondered if Steve Guttenberg ever says No to any part he s offered Or is he just listed by Actor s Equity as generic amiable dolt
0436,Scrooged,1988,I have to wonder what drug addled studio executive came up with the idea of having Michael O Donoghue co write an adaptation of a Charles Dickens short story O Donoghue is probably to Dickens what the Anti Christ is to Jesus the man is brilliant at producing dark satirical humor but I ve yet to see him come up with anything that could be even remotely referred to as heartwarming Or civil for that matter So I went into this film assuming that it was going to be a complete send up on A CHRISTMAS CAROL and for a little while it does OK the good points it has a three minute opening sequence a promo for a holiday special with Lee Majors that I literally howled at Pure O Donoghue Then zip Outside of a decent but not inspired zinger from Murray on the average of once every two minutes not counting the ugh finale and maybe Carol Kane I think she s been over rated here the laughs are few and far between What s worse the film keeps trying to waffle between satiric jesting and endearing sentimentality and it ends up being icky How icky Oh lord You ve heard other reviewers mention how bad the last ten minutes are as the reformed Murray address a TV audience Trust me it made me angry to watch this I nearly killed an usher with a glower on the way out of the theater All the actors try to look like they think Murray s artificial speech is touching while the silent audience appeared to be memorizing where the exits were in case of fire This was bad Golden Turkey level bad Nas teee Besides Kane I have to credit Alfre Woodward for one of the two moments that had any real warmth to them I knew she was a good actress but how she remained convincing during the conclusion is truly incredible And a few points to Bill Murray for trying to drag something out of this the scene where he finds Michael J Pollard frozen actually worked at least for the first minute But really avoid this like the plague Except for the Lee Majors promo That was cute
0437,Naked Gun: From the Files of Police Squad! The,1988,You are going to have to stick with the old arm chair historian on this one THE NAKED GUN has a long history In 1974 a film was made that was sort of a radical experiment in comedy films THE GROOVE TUBE was a sort of satire on television that was not a single story but a set of black out sketches lampooning all aspects of television It spawned a host of imitators one of the best being KENTUCKY FRIED MOVIE which was written in large part by three men Jim Abrahams David Zucker and Jerry Zucker Like THE GROOVE TUBE KENTUCKY FRIED MOVIE was mostly made up of very short sketches but it included A Fistful of Yen a very extended satire on the Bruce Lee film ENTER THE DRAGON It was clear that someone felt the same madcap style could be applied to longer satires Meanwhile in another part of the forest a production company called Quinn Martin was making a set of popular television series including THE F B I THE FUGITIVE RUN FOR YOUR LIFE THE INVADERS and a police show or two all using much the same style of story telling making them an easy target for satire But television was not yet ready for the Abrahams Zucker Zucker style of comedy What made all the difference was when the Abrahams Zucker Zucker took a mediocre but popular television movie TERROR IN THE SKY which was in itself a remake of ZERO HOUR and remade it using the same three joke a minute style they had used in A Fistful of Yen The result was AIRPLANE It proved to the networks that there was a viable market for satire or at least the Abrahams Zucker Zucker brand of satire But could the Abrahams Zucker Zucker style of humor be applied to a regular television series and could it garner an audience big enough to sustain it In a word no While POLICE SQUAD was certainly one of the most inventive comedy programs ever on network television outside of a loyal core of fans my wife among them people saw it once or twice and then felt they had seen it By the time it was on there were fewer Quinn Martin productions on television anyway so perhaps fewer people even remembered the Quinn Martin cliches like the dramatic voice reading the title of the episode After one season of six shows the series was apparently no longer profitable enough to continue and was relegated to the ranks of cult television Abrahams Zucker Zucker have since made two more theatrical films TOP SECRET and now the POLICE SQUAD movie THE NAKED GUN While Police Lieutenant Drebbin played by Leslie Nielsen is off in Lebanon beating up every anti American world and leader and warning them to keep out of America one of his own undercover agents is shot left for dead and framed for heroin running Drebbin investigates and finds at the heart of the matter a drug kingpin played by Ricardo Montalban in his second film adaptation of a cult television show with a plan to kill Queen Elizabeth I will not spend a lot of time on the plot since it is clear the filmmakers did not either I will say that notably missing are some of the best running gags like the omniscient shoeshine boy and the frozen scene end titles The real problem with the POLICE SQUAD movie is that it is not really a POLICE SQUAD movie While it has a touch of the old style of three jokes a minute it segues into the Inspector Clouseau style in which the jokes are as funny probably but each one lasts longer and there are fewer Clouseau humor relied on the personality that Peter Sellers was able to put into the character while the original POLICE SQUAD s jokes were a steady barrage from all directions Leslie Nielsen s Drebbin does not have the personal appeal that Sellers gave Clouseau As a lampoon of police shows POLICE SQUAD took every cliche it could find and turned each one on its head It took place in a uniformly insane world THE NAKED GUN like the Clouseau films takes place in a sane world with one insane man This leads to a different character of film altogether It is slower and less interesting I would think it would be unlikely people would want to see Nielsen reprise his role again and again the way Sellers was able to In spite of a number of funny moments quite a number in fact THE NAKED GUN is a misfire and will probably be a one shot Rate it a 0 on the 4 to 4 scale
0438,Cocoon: The Return,1988,Short description Not much of a movie but it make a nice bookend to go with COCOON Well everybody comes back from the first movie everybody and a lot of them think about whether it was a good idea to leave Earth in the first place and one of the cocoons gets picked up by an oceanographic research institute where Courtney Assault Dimples Cox works and Brother is there a lot of padding in this film 40 minutes could have been cut out and nobody would have been the wiser Yes some of the charm of the original is still there but it s either strained or canned from COCOON There are some really ridiculous plot holes running around especially regarding how security for the alien is handled Carl s Rent A Cop guarding extra terrestrials Sigh After the Christmas season so far I m having to put all my hopes on THE NAKED GUN the local radio promos have been hilarious LESLIE NIELSON as Virtue Incarnate PRISCILLA PRESLEY as Lust Personified RICARDO MONTELBON as Pond Scum in Human Form You ve heard the ad now see the movie Then buy the silverware
0439,Mystic Pizza,1988,There s certainly nothing new in the plot behind MYSTIC PIZZA Three girls working as waitresses in a pizza parlor in Mystic Connecticut and their romantic entanglements during the summer and fall of one year One is just on the edge of matrimony with a fisherman but can t quite cross the line another a vivacious local who wants to leave Mystic and gets involved with a rich out of towner and her younger sister about to go to Yale and falling in love with a married man However the film makes its mark from the first shot with its infectious sense of humor and the collection of local characters it showcases The actors are given dialogue they can really get laughter out of and they soon have developed characters who you are like quite a bit especially the three lead actresses Finally not all of the plot is cut and dried I was surprised several times with where the plot headed and for those points where it wheeled around predictably it did so with style and enthusiasm which belayed the cliche situations A good full price film and something of a surprise The Mystic Pizza in MYSTIC PIZZA resembles the film the elements aren t revolutionary but they re full bodied and the mixture is just right
0440,Rain Man,1988,Capsule review Barry Levinson s occasionally humorous drama of a razzle dazzle car salesman and an autistic savant This is perhaps Hoffman s most demanding role since his performance as Ratso Rizzo in MIDNIGHT COWBOY RAIN MAN is one of the few films really worth seeing this holiday season Rating 2 These days we see a lot of films about outsiders and how they see and fit into our society SPLASH showed us the theme with a mermaid STARMAN E T BROTHER FROM ANOTHER PLANET and any number of others have used aliens MOSCOW ON THE HUDSON and even RED HEAT did it with Soviets Of course you do not have to go to another planet or the Soviet Union to find outsiders We have institutions full of people whose view of the world is radically different from yours or mine But where is the pleasure of seeing a film about people with so called mental disorders That is the stuff of television movies perhaps but they rarely make it into theatrical films as anything but killers But if anyone is going to make an original theatrical film about mental disability few filmmakers can do it as well as Levinson Barry Levinson is one of these days all too few filmmakers who is willing to take a chance on the type of film they make and then make it work for them Besides making THE NATURAL perhaps the best sports film ever he made an enjoyable film about salesmen of aluminum siding and of course his two best known films DINER and GOOD MORNING VIETNAM With the possible exception of GOOD MORNING VIETNAM his films are fresh and different from anything else being made In Levinson s latest film RAIN MAN Tom Cruise plays Charlie Babbitt Babbitt is the kind of car dealer that the man who sold you your last car would really like to be the kind of salesman you hope never to run into and the kind of salesman which on your salary you probably never WILL run into Charlie is a wheeler dealer who may have his hand in many pots but when we see him he is dealing in ultra expensive cars razzle dazzling them past the EPA and making enormous profits He uses people like toys and loves only money At the death of his father his only emotion is greed He is all ready to happily inherit millions but instead gets a shock At the reading of the will he finds out that his father has chosen to leave the bulk of the estate to someone else Why Well I may be the only reviewer in the world who doesn t give away that plot twist The actual beneficiary is Raymond an autistic savant What is an autistic savant It is a person who generally lives in a world of his own but in just a few skills he is good enough to boggle the mind Now Raymond played by Dustin Hoffman has a rather remarkable mind Like most autistic minds his usually is off in a twilight zone of unrelated thoughts He talks a sort of verbal fruit cocktail Yet at the same time he is capable of incredible mental gymnastics Given two three digit numbers he can visualize their product and simply read it off Overturn a box of toothpicks and he can almost instantly count them just by looking Given a date he knows its day of the week Actually I can do this one myself but it takes me twenty seconds or so Raymond knows instantly Charlie formulates a scheme to steal the inheritance but as it progresses Charlie finds he must spend more time with Raymond than he ever expected Initially Charlie has no sense of wonder about Raymond s mind Charlie is just one more person to use But eventually Raymond s lightning flashes of numerical brilliance and his innocence begin to win over even Charlie As with MIDNIGHT COWBOY Dustin Hoffman does not play the main character at least the character was not written that way But let us face it the day that Hoffman cannot out act Cruise he might as well hang it up This is Hoffman s movie as much as or more so than MIDNIGHT COWBOY was Tom Cruise does an adequate acting job and no more is really necessary Even if Cruise were a much better actor than he is when Hoffman is on the screen all eyes would still be on Hoffman If Hoffman fails at all in this film it is in not really giving us enough insight into Raymond s mind We see enough of Raymond s world view to whet our appetite to see more but we never get sufficient insight into who his mind works Perhaps nobody but an autistic savant knows how an autistic savant thinks But in a very disappointing holiday season s crop of films RAIN MAN stands out like Raymond himself does Rate it a 2 on the 4 to 4 scale
